iter	RMSE
193	1.699185068
194	1.698154296
195	1.694250765
196	1.691627511
197	1.690944309
198	1.688127199
199	1.687009584
200	1.683755516
201	1.681704575
202	1.68008366
203	1.678187049
204	1.675043421
205	1.674134554
206	1.673416556
207	1.671357524
208	1.668731787
209	1.66672371
210	1.665679553
211	1.665023267
212	1.66170991
213	1.657955491
214	1.655910368
215	1.652845359
216	1.649982046
217	1.647755442
218	1.64711002
219	1.645320979
220	1.644361248
221	1.642491507
222	1.642126436
223	1.641219485
224	1.640332593
225	1.639345902
226	1.639136564
227	1.637136158
228	1.634807935
229	1.632644566
230	1.630366183
231	1.628713181
232	1.627733774
233	1.624623806
234	1.621990146
235	1.618642476
236	1.617025467
237	1.615124442
238	1.611650011
239	1.609383064
240	1.609117155
241	1.606663989
242	1.603023915
243	1.602218223
244	1.600626736
245	1.599201094
246	1.598771796
247	1.598411097
248	1.596565279
249	1.594104009
250	1.592644427
251	1.590747031
252	1.588146421
253	1.585515924
254	1.584904497
255	1.583271047
256	1.581305848
257	1.578116816
258	1.576161508
259	1.575665023
260	1.573217386
261	1.572246338
262	1.57000429
263	1.568736696
264	1.568071685
265	1.565176406
266	1.564978283
267	1.561905048
268	1.559133607
269	1.558530116
270	1.555745365
271	1.552898863
272	1.550308988
273	1.549252086
274	1.547486194
275	1.546401869
276	1.545157823
277	1.543389033
278	1.542568164
279	1.542021451
280	1.539497675
281	1.538692782
282	1.536619741
283	1.536326622
284	1.535572855
285	1.533327903
286	1.531449148
287	1.530745218
288	1.53052407
289	1.528326623
290	1.525616939
291	1.523146465
292	1.520959439
293	1.520324819
294	1.51946606
295	1.518547096
296	1.517115205
297	1.516576148
298	1.515412876
299	1.514919785
300	1.513362306
301	1.511403266
302	1.509140725
303	1.506611696
304	1.504556899
305	1.503434889
306	1.50175267
307	1.50125477
308	1.499803034
309	1.496795648
310	1.495323265
311	1.49394407
312	1.492822641
313	1.49168953
314	1.491327707
315	1.490235311
316	1.48874137
317	1.487630727
318	1.487314784
319	1.485244916
320	1.482662897
321	1.479921402
322	1.47785676
323	1.477459887
324	1.475525647
325	1.472385932
326	1.47108615
327	1.47101286
328	1.470233241
329	1.470083965
330	1.46890292
331	1.466692816
332	1.464615093
333	1.463838285
334	1.462446611
335	1.460883793
336	1.46036699
337	1.459274022
338	1.457525014
339	1.45595187
340	1.45404182
341	1.452198533
342	1.450555792
343	1.448466575
344	1.446644832
345	1.445861207
346	1.445657993
347	1.44335625
348	1.442280116
349	1.441666029
350	1.439908477
351	1.438116265
352	1.437328962
353	1.435393725
354	1.433805148
355	1.432268851
356	1.431872549
357	1.430052172
358	1.429470288
359	1.427869451
360	1.426140428
361	1.42599798
362	1.424657594
363	1.422506039
364	1.419913268
365	1.418132802
366	1.417180662
367	1.415312744
368	1.413422369
369	1.413278177
370	1.411413141
371	1.410707125
372	1.410086651
373	1.407815461
374	1.405620203
375	1.403962168
376	1.402020888
377	1.401556338
378	1.399780889
379	1.398465986
380	1.397385846
381	1.395519395
382	1.39522869
383	1.394880245
384	1.393851361
385	1.391331329
386	1.390455722
387	1.388630191
388	1.3876651
389	1.387527337
390	1.386475364
391	1.386078482
392	1.38601278
393	1.385332117
394	1.384926564
395	1.384032997
396	1.382539026
397	1.380826008
398	1.378702688
399	1.378449678
400	1.377173169
401	1.376570709
402	1.375362901
403	1.374975749
404	1.374756993
405	1.372933657
406	1.372349055
407	1.37206319
408	1.371105506
409	1.36965392
410	1.368633213
411	1.367070066
412	1.365850113
413	1.36499244
414	1.363511862
415	1.362960567
416	1.362031612
417	1.360938016
418	1.359518867
419	1.358209072
420	1.356915337
421	1.355286615
422	1.353131361
423	1.352190708
424	1.352013113
425	1.349854366
426	1.3486588
427	1.348392162
428	1.347707471
429	1.346159025
430	1.345063579
431	1.343931093
432	1.343302945
433	1.342009354
434	1.340698709
435	1.339789879
436	1.337374717
437	1.336175175
438	1.335810511
439	1.334254377
440	1.333985084
441	1.332850632
442	1.331810393
443	1.33158067
444	1.329920843
445	1.328312531
446	1.32626568
447	1.325883973
448	1.325476127
449	1.324347356
450	1.322242372
451	1.321531508
452	1.319024267
453	1.316869125
454	1.316700996
455	1.316531796
456	1.314979002
457	1.313073473
458	1.312643321
459	1.311877922
460	1.311833094
461	1.310540455
462	1.308829872
463	1.307646596
464	1.305690687
465	1.304173972
466	1.303353849
467	1.301993
468	1.300897366
469	1.300635616
470	1.300222074
471	1.299579375
472	1.298239852
473	1.296856505
474	1.296759029
475	1.295820017
476	1.295581773
477	1.29407652
478	1.292991844
479	1.292693733
480	1.292350363
481	1.289999295
482	1.288209883
483	1.28789934
484	1.287434813
485	1.286814719
486	1.285228615
487	1.285079886
488	1.283879241
489	1.282465587
490	1.28145108
491	1.280415726
492	1.279583108
493	1.279428158
494	1.278086094
495	1.275967611
496	1.274552441
497	1.272157719
498	1.270760008
499	1.268804241
500	1.268347391
501	1.267558425
502	1.266845589
503	1.266711975
504	1.266500234
505	1.266217285
506	1.265575988
507	1.264645864
508	1.264413921
509	1.26310734
510	1.262995474
511	1.261744661
512	1.260481319
513	1.258988831
514	1.258097194
515	1.256253844
516	1.255603325
517	1.254955461
518	1.25437315
519	1.253750257
520	1.252990765
521	1.252349227
522	1.251434605
523	1.250848565
524	1.250448686
525	1.248946403
526	1.248223969
527	1.246443005
528	1.244747405
529	1.244386585
530	1.243660003
531	1.242299109
532	1.241639997
533	1.241380324
534	1.240469031
535	1.239412036
536	1.239223648
537	1.238814063
538	1.237774219
539	1.236393843
540	1.235592798
541	1.234028992
542	1.233381605
543	1.231502234
544	1.231219374
545	1.229381066
546	1.227173759
547	1.226303956
548	1.226054161
549	1.224481843
550	1.223317936
551	1.222160132
552	1.222061609
553	1.221360178
554	1.220170838
555	1.218317045
556	1.216675849
557	1.216612329
558	1.216426961
559	1.216338837
560	1.215478497
561	1.214094144
562	1.213844949
563	1.212317725
564	1.211241752
565	1.210825409
566	1.210467309
567	1.210046979
568	1.208994675
569	1.207375279
570	1.206807928
571	1.205157401
572	1.203747562
573	1.201521277
574	1.201337988
575	1.201196636
576	1.199203274
577	1.197360674
578	1.19601995
579	1.194796321
580	1.194557286
581	1.193039791
582	1.191426282
583	1.190261297
584	1.189637981
585	1.189500512
586	1.189359092
587	1.188881564
588	1.187634758
589	1.186012552
590	1.185217192
591	1.184790893
592	1.183836752
593	1.183229845
594	1.182438458
595	1.181983402
596	1.18179581
597	1.180741391
598	1.179632349
599	1.178925742
600	1.177815181
601	1.176133856
602	1.175706127
603	1.174506909
604	1.173978518
605	1.172451123
606	1.171018263
607	1.169100605
608	1.167784319
609	1.166653547
610	1.165925836
611	1.164720653
612	1.164594448
613	1.164241478
614	1.162941439
615	1.161766916
616	1.160922866
617	1.159558342
618	1.158120629
619	1.156641
620	1.156529174
621	1.15507848
622	1.153937951
623	1.153739173
624	1.153513767
625	1.151816231
626	1.150527088
627	1.149669586
628	1.148537942
629	1.148353771
630	1.147859588
631	1.146995697
632	1.146493074
633	1.14563426
634	1.144416964
635	1.143447442
636	1.142355395
637	1.141178018
638	1.139439076
639	1.139281488
640	1.138369207
641	1.138019552
642	1.137912554
643	1.136948861
644	1.136612998
645	1.135860769
646	1.135109181
647	1.133921308
648	1.133618579
649	1.13311887
650	1.131764084
651	1.131451254
652	1.13075536
653	1.130634943
654	1.129406162
655	1.129217374
656	1.128158209
657	1.127886807
658	1.127775157
659	1.126745807
660	1.125315471
661	1.124253293
662	1.123176922
663	1.122345899
664	1.121709593
665	1.12059176
666	1.119272807
667	1.118426939
668	1.117525015
669	1.117265771
670	1.116951324
671	1.116366846
672	1.116289933
673	1.115344541
674	1.114076851
675	1.112345323
676	1.111052823
677	1.110199673
678	1.109537484
679	1.108405421
680	1.107596134
681	1.106936786
682	1.10549543
683	1.1045521
684	1.103630879
685	1.102952651
686	1.101938732
687	1.101034573
688	1.100097999
689	1.09832108
690	1.097761552
691	1.097718899
692	1.097536273
693	1.096585976
694	1.095868855
695	1.095534956
696	1.094200134
697	1.093144249
698	1.092882343
699	1.091511368
700	1.090602272
701	1.089629402
702	1.089538488
703	1.089194448
704	1.088017824
705	1.087889987
706	1.08764727
707	1.087389363
708	1.087249833
709	1.086145061
710	1.085505183
711	1.084361782
712	1.083590394
713	1.082526925
714	1.081617169
715	1.08146097
716	1.081248995
717	1.080980138
718	1.080240351
719	1.078648749
720	1.078213706
721	1.078033417
722	1.077275113
723	1.076722152
724	1.075802216
725	1.07520386
726	1.074617631
727	1.073308627
728	1.071913992
729	1.070211681
730	1.068957199
731	1.067660951
732	1.06760075
733	1.067473233
734	1.066551803
735	1.066033861
736	1.064490263
737	1.063375531
738	1.062553345
739	1.06123287
740	1.060405314
741	1.060225989
742	1.059655892
743	1.059579108
744	1.059525448
745	1.058095858
746	1.057587571
747	1.056214907
748	1.055250703
749	1.054515355
750	1.05322157
751	1.053136696
752	1.051439633
753	1.050911276
754	1.050372613
755	1.049456319
756	1.047744343
757	1.047017367
758	1.046423195
759	1.045845126
760	1.044829754
761	1.043538831
762	1.043486325
763	1.042627496
764	1.04188912
765	1.04161245
766	1.04093839
767	1.040338764
768	1.040081702
769	1.039023093
770	1.038490619
771	1.0368396
772	1.036640423
773	1.035764837
774	1.035506762
775	1.034466105
776	1.033853495
777	1.033774735
778	1.033148692
779	1.032369896
780	1.031652529
781	1.031088663
782	1.03039827
783	1.0303234
784	1.029844113
785	1.029074145
786	1.028245811
787	1.02785611
788	1.027592652
789	1.026201581
790	1.024942319
791	1.0241397
792	1.024039432
793	1.023194079
794	1.022654844
795	1.02253597
796	1.021885629
797	1.0215612
798	1.02132801
799	1.020651964
800	1.019454521
801	1.017955146
802	1.016989465
803	1.016944733
804	1.016360954
805	1.015702159
806	1.015033704
807	1.014973233
808	1.014117646
809	1.013427297
810	1.012814675
811	1.011998346
812	1.011580193
813	1.011439008
814	1.011384046
815	1.011112875
816	1.01088646
817	1.009589792
818	1.008441638
819	1.008280663
820	1.00718848
821	1.006666266
822	1.005609642
823	1.004628507
824	1.003626995
825	1.003083922
826	1.00280353
827	1.002510613
828	1.002081259
829	1.001812807
830	1.001716729
831	1.000692014
832	1.000201396
833	0.9998208767
834	0.9995361986
835	0.9994427359
836	0.9994055941
837	0.9985653345
838	0.9975472656
839	0.9968523511
840	0.9963273373
841	0.9957460082
842	0.9949144257
843	0.9948786394
844	0.9942646528
845	0.9939483146
846	0.9926567168
847	0.9923432811
848	0.9912689944
849	0.9900613027
850	0.9891602489
851	0.9878777509
852	0.9871203558
853	0.9870049654
854	0.9866585063
855	0.9854296779
856	0.9848559865
857	0.9841428252
858	0.9839292745
859	0.9821139797
860	0.9812414452
861	0.9804442006
862	0.978487211
863	0.9779954359
864	0.9772475031
865	0.9771278138
866	0.9770470807
867	0.9769494747
868	0.9764179774
869	0.9763793758
870	0.9757581758
871	0.9751153603
872	0.9749377041
873	0.9746091844
874	0.9735703001
875	0.9722084376
876	0.9721600517
877	0.9721208488
878	0.9715864435
879	0.9715233099
880	0.97131837
881	0.9708253255
882	0.9701292141
883	0.9700895526
884	0.9700734156
885	0.9696676113
886	0.9689313689
887	0.9680647014
888	0.9675900845
889	0.966561731
890	0.9662814099
891	0.9661619291
892	0.9652871822
893	0.9642487691
894	0.9641685282
895	0.9637658352
896	0.9630196219
897	0.9628363969
898	0.9619223676
899	0.9607208969
900	0.9600928092
901	0.9590639744
902	0.9589290735
903	0.9579384934
904	0.9573843857
905	0.9573201484
906	0.9565430015
907	0.956362878
908	0.9563367174
909	0.9557699352
910	0.955747182
911	0.9556641921
912	0.9549179584
913	0.9536590242
914	0.9529685087
915	0.952335479
916	0.9518239131
917	0.9515120376
918	0.9504565938
919	0.9502651027
920	0.9501402758
921	0.9495381962
922	0.9486010798
923	0.9482392972
924	0.9481073772
925	0.9474178432
926	0.9460364201
927	0.9453096987
928	0.9443563959
929	0.9427479571
930	0.9426866557
931	0.9426587614
932	0.9423810876
933	0.9419293363
934	0.9406792463
935	0.9400581219
936	0.9388855194
937	0.938650883
938	0.9375520575
939	0.9370060966
940	0.9369871792
941	0.936268319
942	0.9348168543
943	0.9336495311
944	0.9325889774
945	0.9324835417
946	0.9312041319
947	0.9304947081
948	0.9303800642
949	0.9301312784
950	0.92965269
951	0.9288842377
952	0.9288285817
953	0.9286393495
954	0.9284825126
955	0.9277883201
956	0.9272971371
957	0.9269152977
958	0.9261477374
959	0.9257479835
960	0.9251720301
961	0.9249747812
962	0.9241025142
963	0.9232809817
964	0.9228950671
965	0.9227353295
966	0.9219309627
967	0.9213909838
968	0.9213766121
969	0.9200081175
970	0.9193354419
971	0.9193092343
972	0.9184721356
973	0.9180587206
974	0.9179019988
975	0.9170462188
976	0.9166048316
977	0.9164813179
978	0.9154958923
979	0.9143235354
980	0.9139119095
981	0.9138426956
982	0.9134919833
983	0.9130920846
984	0.9128964837
985	0.9121819305
986	0.9108115959
987	0.9102335243
988	0.9099598504
989	0.9087080545
990	0.90816933
991	0.9077585602
992	0.9073703513
993	0.9067438794
994	0.9061687436
995	0.905275371
996	0.905095357
997	0.9047406042
998	0.9039555352
999	0.903367137
